X	intensity_IB_1_24	intensity_IB2_1_24	intensity_KR_1_24	intensity_IB_30_6	intensity_IB2_30_6	intensity_KR_30_6
728|L	NA	21.9567024574569	NA	NA	20.1767581852774	NA
733|L	NA	21.5627610934822	NA	NA	NA	NA
734|L	NA	19.9524785871708	NA	NA	NA	NA
738|L	24.6221093738708	25.1728169441821	NA	NA	27.2750081708995	23.6823230637031
739|L	24.6221093738708	25.450827213266	NA	NA	27.3819691485022	23.8003769484544
740|L	20.2047114630166	22.2411936387198	21.4385176968567	NA	20.9575909510748	21.9106638245708
743|L	21.2232407551469	22.1410363976298	NA	NA	23.2661050977129	15.4381573924227
744|L	NA	28.4207484060002	NA	NA	22.9086494081829	NA
745|L	NA	28.4207484060002	NA	NA	22.9086494081829	NA
746|L	NA	28.4207484060002	NA	NA	22.9086494081829	NA
747|L	NA	28.4207484060002	NA	NA	22.9086494081829	NA
748|L	24.1641036334167	23.3226728903167	24.7980745358585	24.5918190486403	22.3473903603044	24.9967697593685
749|L	NA	20.390096865768	NA	NA	19.6591241473816	NA
750|L	NA	22.511122947569	NA	NA	23.562033763495	NA
751|L	NA	22.1343026503862	NA	NA	23.6553795009268	NA
753|L	22.590497707258	26.1117327503289	22.9206215595034	24.8833636710402	26.3957675807415	20.5144565349471
754|L	NA	NA	NA	NA	19.0997273382331	NA
755|L	NA	NA	NA	NA	19.0997273382331	NA
756|L	NA	NA	NA	NA	19.0997273382331	NA
757|L	NA	23.4955400239614	25.9207874914195	22.2784680279516	21.789441633457	NA
758|L	23.878782626216	24.9030300325667	20.6339368730242	24.4106705490965	25.3151694439887	21.0794779352302
759|L	23.7607830948468	24.639235685013	20.6339368730242	24.4106705490965	24.8493040438051	19.4736958030089
760|L	NA	20.6779035703021	NA	NA	NA	NA
761|L	NA	19.0507962353656	NA	NA	NA	21.2704700526059
762|L	18.9379860512491	20.756093027356	NA	NA	20.4066886893224	NA
763|L	18.9379860512491	19.4633693597356	NA	NA	20.4066886893224	NA
764|L	NA	NA	23.5942476876262	23.1315881119481	18.7048256962281	NA
765|L	NA	19.2157227328125	NA	NA	NA	NA
766|L	NA	20.1123469903044	NA	NA	NA	NA
767|L	NA	NA	21.4927965265257	NA	20.9237865908076	NA
769|L	NA	NA	21.4224071986343	NA	NA	NA
772|L	NA	20.9451184186529	NA	NA	19.5587778833053	NA
773|L	NA	NA	NA	18.0653102523628	NA	NA
774|L	NA	NA	NA	18.0653102523628	NA	NA
776|L	20.0532782020306	NA	17.9518680177973	20.6887708341772	19.2166590945376	NA
777|L	21.6860431626761	22.9817035887762	22.1028912657806	20.6086300026444	22.2128799480237	24.2979784895707
779|L	NA	NA	NA	19.5084701235471	NA	NA
780|L	NA	NA	NA	20.0523834867707	NA	NA
781|L	25.9420628052502	20.0004742986042	NA	NA	20.0660385596912	NA
782|L	NA	NA	NA	14.7272308134448	NA	NA
783|L	NA	NA	NA	NA	17.3325058414752	NA
784|L	NA	20.3211574542434	NA	NA	23.8185054283419	NA
785|L	NA	24.0103651005895	NA	NA	25.0480157244024	NA
786|L	NA	21.3496820106636	NA	NA	22.7286729373217	NA
787|L	23.0085472054846	23.4894088162762	26.3535932586872	23.0261421582248	24.1614201991613	25.5123356583338
788|L	NA	NA	22.7555421989765	NA	NA	NA
790|L	23.7658374855886	NA	22.7744698486476	22.1353833959157	NA	NA
791|L	NA	21.9695076810984	NA	NA	20.1788421333173	NA
793|L	NA	19.4851086645212	NA	NA	19.1894998541652	NA
794|L	NA	19.4909934044029	NA	NA	16.4570313817041	NA
797|L	NA	18.0976527006549	NA	NA	18.4382184955461	NA
798|L	NA	19.2755193528897	NA	NA	18.364312369731	NA
799|L	23.7287571822114	NA	NA	NA	NA	NA
800|L	23.7287571822114	NA	NA	NA	NA	NA
801|L	NA	18.4897991044822	NA	NA	18.9175734355504	NA
802|L	21.9313813972312	17.9632060297369	NA	NA	NA	NA
803|L	24.2303525579521	20.2605524767066	NA	25.1975654774534	NA	16.8798155662881
804|L	NA	NA	NA	NA	19.9290090219955	NA
805|L	NA	NA	NA	NA	19.9290090219955	NA
806|L	29.6407150106947	24.795370201063	31.2546128067407	26.7189102847326	NA	30.2340994525645
807|L	20.8773720372898	20.9788745219372	NA	NA	20.1858396826642	23.8975962535214
808|L	NA	19.7132592877698	NA	18.7811494965641	18.8357154135189	17.5674791043892
809|L	20.3539123441839	24.1249184556316	NA	19.496918292961	23.5369206675184	20.5270816224333
810|L	24.3695220548992	23.8387599090771	25.9081219574792	23.7250670092365	24.1139873670514	25.148265665239
811|L	NA	NA	NA	22.3864195903982	NA	NA
812|L	NA	NA	NA	22.3864195903982	NA	NA
814|L	24.672661787813	21.8921537757753	24.6600144934735	25.1700772607921	22.6060624055154	26.6605685745721
819|L	23.9798772011776	20.0316508370569	21.0318126585213	NA	NA	NA
820|L	NA	19.2057849253002	NA	NA	NA	NA
