X	intensity_IB_1_24	intensity_IB2_1_24	intensity_KR_1_24	intensity_IB_30_6	intensity_IB2_30_6	intensity_KR_30_6
1022|H	NA	16.1042343842727	NA	NA	NA	NA
1023|H	20.7727969501979	22.1196899690817	22.5099513615869	21.2682063409568	20.8534616851553	24.3638216734083
1028|H	NA	16.7661531317808	NA	NA	NA	NA
1029|H	NA	21.3095403371992	NA	NA	21.4310882143129	NA
1030|H	NA	17.2783631397891	NA	NA	17.5171171385132	NA
1033|H	NA	17.6047539753116	NA	NA	NA	NA
1034|H	NA	18.5298478942399	NA	NA	18.3063291638045	NA
1036|H	NA	NA	NA	NA	NA	23.0371766898411
1037|H	NA	NA	NA	NA	NA	23.0371766898411
1038|H	22.9384356571243	20.2948149030705	NA	19.4311411392166	20.7703661676557	19.0206811584224
1039|H	25.9175363042777	24.5593640679328	NA	22.6200364197691	25.3588444554058	20.686602783173
1041|H	NA	19.497581830583	NA	NA	18.9549434720922	NA
1043|H	NA	17.6417027434991	NA	NA	18.4537479030874	NA
1044|H	NA	15.6791228388193	NA	NA	NA	NA
1045|H	NA	21.7982567045809	NA	21.2147670819953	21.1068469220597	NA
1046|H	NA	NA	NA	NA	19.4376532962464	NA
1047|H	NA	NA	NA	NA	18.0801514534287	NA
1048|H	NA	NA	NA	NA	18.0801514534287	NA
1051|H	NA	19.8792452492847	15.6584232659191	NA	NA	NA
1052|H	20.2434724913492	19.6765561742995	NA	NA	20.0377480238184	NA
1053|H	19.8217369832933	19.9895021681814	NA	20.1090069365141	19.8929665322106	NA
1054|H	NA	17.8040013604847	NA	NA	NA	NA
1055|H	NA	15.7125295462563	NA	19.9445467019573	18.5028848814304	NA
1056|H	25.8990459070533	21.4120955197379	NA	25.0132552990655	19.0740879115164	NA
1057|H	25.8990459070533	21.4120955197379	NA	25.0132552990655	19.0740879115164	NA
1058|H	NA	NA	NA	NA	NA	22.2054424313563
1059|H	NA	NA	NA	NA	NA	22.2054424313563
1060|H	NA	NA	NA	NA	NA	22.2054424313563
1061|H	NA	NA	NA	NA	NA	22.2054424313563
1062|H	20.3565416196395	19.0732122886037	16.8501406224303	18.340860750683	19.9751464569214	NA
1064|H	21.319669090877	NA	NA	22.4394800337574	NA	NA
1065|H	21.319669090877	NA	NA	22.4394800337574	NA	NA
1066|H	NA	17.3572985013516	NA	NA	NA	NA
1068|H	NA	18.5625334662205	NA	19.96973672922	21.5640945577302	NA
