id	1h_vs_ud - 30m_vs_ud	6h_vs_ud - 30m_vs_ud	1d_vs_ud - 30m_vs_ud	6h_vs_ud - 1h_vs_ud	1d_vs_ud - 1h_vs_ud	1d_vs_ud - 6h_vs_ud
32	-0.27844509750387	0.148343628829384	-0.32639175316648	0.426788726333254	-0.0479466556626102	-0.474735381995865
50	0.146329706544069	-0.0192494982813946	-0.0246237369241434	-0.165579204825464	-0.170953443468212	-0.00537423864274879
73	-0.192902021022197	-0.226422558039669	-0.169581626938581	-0.0335205370174722	0.0233203940836161	0.0568409311010883
77	-1.98977332899105	-2.08953273095259	-2.8633074395098	-0.0997594019615491	-0.873534110518752	-0.773774708557203
80	-1.13715787686304	-0.0254203722729351	-1.36116621127799	1.1117375045901	-0.224008334414949	-1.33574583900505
107	-0.665440321237793	0.306248834219618	-0.629551768225169	0.971689155457411	0.0358885530126232	-0.935800602444788
108	-0.0732805166289565	0.0821323560345144	-0.85053733967321	0.155412872663471	-0.777256823044253	-0.932669695707724
119	-2.11921856645465	-0.505262922618429	-0.781046603621866	1.61395564383622	1.33817196283279	-0.275783681003437
131	-0.560891818543505	1.16964451582668	0.930054879575256	1.73053633437018	1.49094669811876	-0.239589636251421
140	-0.272221221862191	0.246499967066585	1.86193122320851	0.518721188928776	2.1341524450707	1.61543125614192
143	0.819386069097127	1.1387733078256	0.869208680289105	0.319387238728476	0.0498226111919777	-0.269564627536498
157	0.00802531239930993	1.0661740850417	1.59749856336455	1.05814877264239	1.58947325096524	0.531324478322857
159	1.26528795251865	1.57772561470829	1.29089034963	0.312437662189644	0.0256023971113537	-0.28683526507829
170	-0.230319524719707	0.603272689507085	-0.253304803199028	0.833592214226792	-0.0229852784793207	-0.856577492706113
197	-0.0334954360500055	-0.907770966690584	-0.626431080241674	-0.874275530640578	-0.592935644191668	0.28133988644891
202	-0.0171659220557259	0.320953178743764	-0.0468519844719739	0.338119100799489	-0.029686062416248	-0.367805163215738
223	-0.237141340289616	0.370556007963829	-0.344241464183416	0.607697348253445	-0.1071001238938	-0.714797472147246
229	0.459362483370983	0.0583378505400043	0.412864946725491	-0.401024632830979	-0.0464975366454922	0.354527096185486
245	0.192943693546546	-0.0068670270686072	0.0358653614603323	-0.199810720615153	-0.157078332086213	0.0427323885289395
246	-0.475959264732957	-0.145060799950083	-0.208710774153693	0.330898464782874	0.267248490579264	-0.0636499742036104
254	0.488652081615232	-0.508610204711799	0.0155810135729038	-0.997262286327031	-0.473071068042328	0.524191218284703
255	-0.056954095610814	-0.147084689934876	0.00793063278634673	-0.0901305943240618	0.0648847283971607	0.155015322721223
264	0.109992852947154	-0.0815936789305684	-0.123927617622298	-0.191586531877722	-0.233920470569451	-0.0423339386917292
