id	1h_vs_ud|IB	30m_vs_ud|IB	1h_vs_ud|IB2	30m_vs_ud|IB2	1h_vs_ud|KR	30m_vs_ud|KR	1d_vs_ud|IB	6h_vs_ud|IB	1d_vs_ud|IB2	6h_vs_ud|IB2	1d_vs_ud|KR	6h_vs_ud|KR	logFC	AveExpr	t	P.Value	adj.P.Val	B
4122	NA	0.166965426484213	0.0959381666157888	-0.230553883998014	NA	-0.0334596956535309	NA	-0.254159275073175	0.470364706614292	0.104532475456791	NA	0.0315917508023409	-0.621405176037241	0.0439024589060882	-4.07939688752976	0.0041889522841744	0.445508090068498	-1.78342915833094
339	NA	0.371467145420545	NA	NA	-0.560515722057528	0.069498642315578	NA	0.263704068009853	NA	NA	-0.0735634770196512	0.267432220539598	0.826083866332253	0.0563371462013993	4.90509394037276	0.00363884107233612	0.445508090068498	-1.78487928598251
5817	NA	-0.0550770440216731	NA	NA	-0.66352440527598	-0.137360687413394	NA	0.0543854448188924	NA	NA	-0.301422982987239	0.169897635194841	0.775665945282847	-0.155517006614092	4.79747819573714	0.00402201038624009	0.445508090068498	-1.84288639325859
3686	NA	-0.00565760682657176	NA	0.268804418591283	0.897708584943445	0.26087303700837	NA	0.111879969524017	NA	-0.148329007788926	0.0899634899311976	-0.164640293787141	-0.825693886834059	0.163825323949459	-4.00269306839969	0.00463364429225224	0.445508090068498	-1.8553086569013
2765	NA	-0.0130259632548165	NA	NA	-0.633417356346685	-0.313431272423071	NA	0.169630553637265	NA	NA	0.0871260502731503	0.488535581613876	0.962500423972255	-0.0357637344167134	4.52963411533963	0.005194946774447	0.445508090068498	-1.99552091154478
5586	NA	-0.179465339010232	NA	NA	0.710043912890302	-0.0665563839901454	NA	0.154303656683641	NA	NA	0.747906403069013	0.0199805273110848	-0.622901820892939	0.231035462825611	-4.43773984995746	0.0056845934998605	0.445508090068498	-2.05071663410273
4442	NA	0.34549302623237	NA	NA	-0.321237803078022	0.164008646226478	NA	0.318924194629239	NA	NA	0.117863714617866	0.265477077880557	0.61343843933292	0.148421476084748	4.36412393641123	0.00611519702607448	0.445508090068498	-2.09601410067557
5330	-0.30428643248622	NA	NA	NA	-0.391577081447726	0.0986552338726285	-0.130367484028075	NA	NA	NA	-0.0948154096647264	0.2812429199155	0.629174676882473	-0.0901913756397698	4.26317196145355	0.00676776609313207	0.445508090068498	-2.1597277423372
1420	NA	-0.720100942365786	NA	NA	-2.43899788036684	-1.37044708302563	NA	-0.34382190306103	NA	NA	-1.72150056282697	-0.785726256826343	1.87422380042315	-1.23009910474543	4.14613855186723	0.00762607808498846	0.445508090068498	-2.23595123952548
1644	NA	NA	-0.335817028826003	NA	-0.767567457785463	-0.438505591442477	NA	NA	-0.687801976645168	NA	-0.27400503255844	0.0701666072748331	0.797851324490149	-0.405588413330453	4.07948782328429	0.00817007021574314	0.445508090068498	-2.280516081985
