id	1h_vs_ud|IB	30m_vs_ud|IB	1h_vs_ud|IB2	30m_vs_ud|IB2	1h_vs_ud|KR	30m_vs_ud|KR	1d_vs_ud|IB	6h_vs_ud|IB	1d_vs_ud|IB2	6h_vs_ud|IB2	1d_vs_ud|KR	6h_vs_ud|KR	logFC	AveExpr	t	P.Value	adj.P.Val	B
6052	NA	-0.0616736268108113	NA	NA	-0.702737999918994	-0.500014135086721	NA	-0.0805802090058342	NA	NA	-0.842828818528389	0.0775228656348198	0.701209328233486	-0.351718653952655	2.79469601538732	0.0314602281038577	0.466661153681644	-3.37879055707082
2187	-0.82915010867264	-0.479767181398052	-0.715091422918826	-0.476800123588403	-1.47027465215644	-0.555204021624458	-0.45460738801292	-0.36752677943946	-0.42182600377966	-0.228504977452927	0.317882771297032	0.670293508142861	0.849072456574581	-0.417548031633658	2.45170195052113	0.030519065408822	0.466661153681644	-3.38091021548353
2607	NA	0.29222400841293	1.03042237495087	0.0896841066965109	NA	0.418493501169008	NA	0.0209116406530767	0.603322600353033	-0.247098183350767	NA	-0.323570653267121	-0.674314235658877	0.235548674452192	-2.51201545397979	0.0363054508862922	0.47061344422299	-3.47444277623525
4370	-2.74855143487383	-4.18973496301575	-5.77087740627089	-6.29295314543716	-3.55573687871563	-3.26181723552178	-3.24289107479912	-5.51133525035106	-3.42336528588931	-3.31552564764194	-3.78238819893173	-3.53690024701678	-1.87117834777542	-4.05267306403875	-2.3588988276226	0.0361460286059724	0.47061344422299	-3.51278773567413
1796	NA	NA	0.426834984149935	NA	0.425565061690051	0.258713127325972	NA	NA	0.496040079599835	NA	-0.0579783343958469	-0.128308739893397	-0.58911131053834	0.236811029746091	-2.60622548845854	0.0404104861839565	0.475290006515535	-3.52778220688595
2815	-0.553249871036714	-0.251132321636132	-0.537027958065366	-0.531714331248976	0.150414678723386	-1.39120922284957	-0.562793015631445	-1.11208044607084	-0.494351536618964	-0.503331683297954	-0.354681467297323	-1.38992093533662	-0.712176327908051	-0.627589842530544	-2.34408344942607	0.037132088313451	0.473050530042849	-3.53373022112231
6090	NA	0.404069005559448	0.994616325147938	0.603517273024295	NA	NA	NA	0.127210278934684	-0.313288638705416	0.532478631433657	NA	NA	0.678652414684906	0.391433812565767	2.54720634584444	0.0437438798926992	0.475290006515535	-3.57565401507543
6599	NA	NA	NA	-0.0899922269965736	-0.658591498056848	-0.507547253577621	NA	NA	NA	0.0813110422866681	0.03005486896751	0.17338257672841	0.700286672922766	-0.161897081774742	2.51884474074877	0.0454483460915676	0.475290006515535	-3.59885297527666
3476	NA	-0.153133593638445	NA	NA	0.429595862025901	0.265810420947395	NA	0.0211780737242971	NA	NA	0.671556401592922	-0.341789269017975	-0.58990145967274	0.148869649272349	-2.49206505104258	0.0471223142631461	0.475290006515535	-3.62087021948077
2369	-0.696976969782737	-0.512301511214109	-0.720425713508695	-0.439925119588328	-1.91405654283242	-0.0425565927893434	-0.526749352589943	-0.237262459234778	-0.319377045666076	-0.203358900802163	0.623265997903932	0.659814041355069	0.971012340271065	-0.360825847395799	2.2367795103054	0.0450819277756732	0.475290006515535	-3.68434675923325
