id	1h_vs_ud|IB	30m_vs_ud|IB	1h_vs_ud|IB2	30m_vs_ud|IB2	1h_vs_ud|KR	30m_vs_ud|KR	1d_vs_ud|IB	6h_vs_ud|IB	1d_vs_ud|IB2	6h_vs_ud|IB2	1d_vs_ud|KR	6h_vs_ud|KR	logFC	AveExpr	t	P.Value	adj.P.Val	B
283	NA	0.0719671657550214	-0.728182179116063	-0.139185947732777	NA	NA	NA	-0.0989211651113588	-0.797143191980789	-0.00887139075007493	NA	NA	0.678089635558721	-0.28338945148934	3.04164999840892	0.0220157277241569	0.35225164358651	-3.02622336581983
3861	NA	0.0366613451206424	0.00613273880323528	NA	0.181718810569696	-0.441170298906444	NA	-0.890004056129145	NA	NA	-0.0594040224377	-0.420929945602629	-0.837185811435583	-0.226713632654621	-2.90459550125395	0.0222726400649502	0.353208592888414	-3.06090926372859
4394	-0.343235069602095	NA	NA	NA	-0.663929729886855	-0.0585190988108998	-0.226137096037355	NA	NA	NA	-0.0113202642923628	0.189878650908306	0.693461050652782	-0.185543767953544	2.95921657553996	0.0245291789776847	0.364829828295877	-3.10203489358092
2854	NA	-0.149716829555255	NA	NA	-0.544856100356813	-0.453257390951328	NA	0.0238914606507541	NA	NA	0.249695253818066	0.0920261837259708	0.602814922545175	-0.130369570444767	2.9069563369224	0.0262818906268995	0.364829828295877	-3.15074094255295
3931	NA	0.0874246425001089	NA	NA	-0.696341620101815	-0.450775912198547	NA	0.0770075773772153	NA	NA	-0.447334073579326	0.120176851679248	0.794933834630047	-0.218307089053853	2.88446708892392	0.0270772138188347	0.364829828295877	-3.17185113269209
2525	-0.375724835019721	-0.102868563772012	-0.727618476906338	-0.362143798931978	-2.08453810761386	-2.01460941172178	-0.241785270261272	0.289040452505601	-0.98936660789391	-0.445976828455089	0.19063141794336	0.60848921313027	1.32833847241046	-0.52137256808306	2.57210034360549	0.0242353923695316	0.364829828295877	-3.25752999730839
3447	NA	NA	NA	-0.735680496571801	0.404956161066141	0.333731959288867	NA	NA	NA	0.468390477165344	-0.0321509536768071	0.0167062824863091	-0.764443268108887	0.0759922382930089	-2.56378078891202	0.0417058625677133	0.381532011893204	-3.48200197734121
2948	-3.07349012602205	-0.0533078284855721	-1.83852513341869	NA	NA	NA	-2.67384189731284	0.462646307743668	-1.19061567869102	NA	NA	NA	2.5946992101002	-1.39452239269775	2.52813157177393	0.0437888859763721	0.381532011893204	-3.51743578433175
5096	NA	-0.0955025987042719	NA	NA	-0.812232118952767	-1.1084561519113	NA	0.253445212111234	NA	NA	0.135666791954648	0.152213991301272	1.01506172065902	-0.245810812366863	2.46219239936816	0.0479357409047819	0.394040585786097	-3.58341045506307
3149	NA	-0.371674483255759	-0.128736589148438	0.166067391411655	NA	NA	NA	0.160467727602991	-0.540250295183009	0.309426024827234	NA	NA	0.703517854690331	-0.0674500372908876	2.45289765440485	0.0485526437834786	0.396358827080314	-3.59275322118962
1901	-9.26721470460583e-05	0.138690338906371	0.0899569545551873	-0.0273624877090011	-1.13831323664339	-2.32163798686779	0.872358403349029	2.49589899224448	0.999131256298728	0.444073322486973	0.745309296255669	3.93648804304956	2.18143306669225	0.519541685314898	2.34763225362354	0.0366148970618503	0.381532011893204	-3.60550664777094
1755	-0.123556804862631	-0.0176881094932928	-0.70109398040033	-0.142814193380211	-2.48781293714795	-2.27104985299534	-0.118426818580252	0.4554510338494	-0.867916815290063	-0.578213547944045	0.777375359343083	0.578821136734001	1.45691484483461	-0.458077127513969	2.2868841716244	0.0408960841213283	0.381532011893204	-3.69814644481022
2473	-0.196887693937034	0.311523442867262	0.17769539223656	1.45328333448957	0.214529405499177	0.234327003935128	-0.059415130400402	0.499861870708868	0.0718087566429772	0.305937300036147	0.247001247355293	-0.0064399125182716	0.619084941491683	0.27110208474294	2.28681498416076	0.0409012220897277	0.381532011893204	-3.69825151540836
4898	-1.27553200701937	0.159583401716149	-0.560324417570582	-0.0699026766705842	-0.227831879949872	0.284842438943109	-1.02728199873366	0.337372324974753	-0.247271796863696	-0.027164964607654	-0.463863749495434	-0.199926410641795	0.606059640498436	-0.276441811326553	2.2678483418595	0.0423331450305791	0.381532011893204	-3.72701560317627
