id	1h_vs_ud|IB	1d_vs_ud|IB	30m_vs_ud|IB	6h_vs_ud|IB	1h_vs_ud|IB2	1d_vs_ud|IB2	30m_vs_ud|IB2	6h_vs_ud|IB2	1h_vs_ud|KR	1d_vs_ud|KR	30m_vs_ud|KR	6h_vs_ud|KR	logFC	AveExpr	t	P.Value	adj.P.Val	B
5615	0.686180086494379	0.0779125036172749	0.831064048145293	0.0994327154104324	1.46117824231652	0.373232820990086	0.243084153152575	-0.969381758502252	0.821273352969105	-0.0916250935355562	1.08894292835966	-0.0846787665703162	-1.30775316381405	0.378051269403933	-4.17258059550627	0.00133909425862391	0.0315364220907384	-0.964696552671216
2242_1	1.37330279388888	-0.70831259914143	0.918364823713345	0.940594546038864	1.76356224445391	-0.0553057687448221	1.10092630875162	-0.113320266946217	1.44902505565052	-0.145726440157702	0.890212253428327	0.415682534128979	-1.11431109359056	0.652417123755356	-4.16524745814094	0.00135652451017531	0.0315919485925272	-0.977519271792134
1539	0.375417513687634	0.412512670018891	0.869171613899523	0.275005290209191	1.09494052312803	0.469481738690379	1.05818925537814	-0.164672137320519	1.09358710335561	0.345754801981535	0.907026336265099	-0.726351986043309	-1.05998799110864	0.500838560270851	-4.11930050557533	0.00147122709857347	0.0328031023050002	-1.05798549736202
5817	-0.337173445484187	-0.328179705085822	0.105674161472453	0.0160394093434472	-0.568270504113443	-0.143188821231995	-0.12682156392305	-0.0963873108419698	-0.91798943838098	-0.175025775352585	0.156380530451752	0.137009320655623	0.626698269045237	-0.18982776187423	4.11669476975031	0.00147802592615704	0.0328031023050002	-1.06255516946101
4020	-0.166054291254445	0.508392865991822	0.38445912062963	0.410625374977014	-0.319419948407686	0.595740990221037	0.0568152085101216	0.573473054254601	-0.0567594503802101	0.36737646529143	0.0360703081339284	0.299487994354588	0.608606704542848	0.224183974360153	4.11161713475297	0.00149136805768325	0.0328031023050002	-1.07146171481852
999	NA	NA	0.212661594066727	-0.357650760222733	0.625416537785668	-0.899695240979054	0.378904165031314	-0.475213225785951	NA	NA	NA	NA	-1.04184853079001	-0.0859294883506715	-4.99314784922128	0.00271458330241908	0.0451568777926221	-1.07307869249809
528	-0.83189132733213	0.372653728149229	-0.962222265861027	-0.447800947533551	-0.684780343271832	-0.164097193920021	-0.910168542690558	0.373970300052894	-1.02820842641181	0.3699961448823	-1.19119898116708	0.285532825559184	0.918860758364765	-0.4015179191287	4.10159032300689	0.00151808250171041	0.0328031023050002	-1.08905685900973
5632_1	1.56803492247736	-0.374207407510206	0.956875567975239	0.77878235250216	1.24322299821572	0.231777093303585	1.05061215135609	0.0625215467630623	1.16039936514926	-0.0594373682296176	1.17449980174951	0.32754010629895	-0.934271093426054	0.676718427504259	-4.09565202507816	0.00153413715506696	0.0328117497655138	-1.0994820321156
6382	NA	NA	-0.180309310821967	0.0960688132185011	1.30662450318002	-0.0139996957970826	0.120226064826865	-0.143765451476217	NA	NA	NA	NA	-1.33047282230888	0.19747415385502	-4.95581213301907	0.00281495610695648	0.0460949062514123	-1.10697265267615
1985_1	-0.384659327217614	-0.172060771098132	-0.0520043815858951	0.0519724728891667	-0.536855485380016	-0.189964682093691	0.33728456234738	0.27669308519098	-0.314656235659565	-0.0714982188921066	-0.307894401863375	0.404204742548466	0.656347116295269	-0.0799532200678668	4.08614012992719	0.00156022067072137	0.0330325507659798	-1.11618801669041
1874_2	-0.996962737817039	-0.54662848470117	-0.325077187925567	-0.374198112816872	-1.11566240485851	-1.08731217798676	-0.101576983351803	0.245874905273352	-0.668066003828809	-0.593106539974989	-0.246401688914527	-0.156227274905955	0.832046888018296	-0.497112057650721	4.07011104338066	0.00160521941012593	0.0336453988362395	-1.14435981557964
1657_2	-0.414200467538547	0.555417946919375	-0.304566216852631	0.188597948392936	-0.42792787185827	0.394332734891459	-0.481869816347523	0.389747849612189	-0.529488215758453	0.0360171815302631	0.112864110806821	0.139702550171715	0.69655496777737	-0.0284476888358889	4.04611525937927	0.00167510916842796	0.0340051456037835	-1.18657850577733
7021	1.26919033559958	0.345527142420279	0.909908720868867	-0.0244279791413433	1.20309233703773	0.925473715273925	-0.100460587207645	-0.468453636045726	0.869176625145108	0.0744668027242806	0.77930661576915	0.193792806701061	-1.21351603542281	0.498049408262106	-4.04047415281525	0.00169199180689348	0.0340051456037835	-1.19651132609773
741	NA	NA	NA	NA	0.815676077379625	0.118480932267665	0.356558104449381	-0.857630963796518	NA	NA	0.858155292583553	-0.513046165064389	-1.50101464181008	0.129698879636553	-4.83794692149453	0.00316066815029411	0.0488738141733078	-1.21550545351767
161_1	0.846190020578154	-0.717124974949143	0.822774684343902	0.096919717191251	0.760367021023039	-0.135055822157797	0.60598886089939	-0.106728810774557	0.730464593448347	0.0702544545479563	0.12499146134681	-0.548689005181717	-0.965173244604854	0.212529350026303	-4.01575849329913	0.00176806129582901	0.0349609101514869	-1.24006461340267
7278_2	NA	NA	1.6327063256832	-1.10971670309293	0.19037324482411	-0.00408542613513013	1.35793260775954	-0.771809842049668	NA	NA	1.37024479831349	-0.716373116216561	-1.0563397986105	0.243658986135756	-4.28072943902214	0.00284231552708066	0.0461821189516361	-1.29539695377587
7481	-0.60401516916762	0.184262198725607	-0.144090615222944	0.053952643680599	-0.716677107703046	0.025514873722802	-0.459431269756151	0.259291929691814	-0.345230194149011	-0.326748184768297	-0.0488556176434566	-0.000675988000874234	0.659497018797072	-0.176891875049215	3.98228352374631	0.00187676762407645	0.0363089397981673	-1.29914007461636
